date,player_team,player,team,goals,rank
2024-12-21,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,20.0
2024-12-21,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,21.0
2024-12-21,morganrogers_astonvilla,Morgan Rogers,Aston Villa,5.0,22.0
2024-12-21,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,23.0
2024-12-21,dominicsolanke_tottenham,Dominic Solanke,Tottenham,5.0,24.0
2024-12-21,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,25.0
2024-12-21,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,26.0
2024-12-21,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,27.0
2024-12-21,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,28.0
2024-12-21,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,29.0
2024-12-21,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,30.0
2024-12-21,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,4.0,31.0
2024-12-21,joaopedro_brighton,Joao Pedro,Brighton,4.0,32.0
2024-12-21,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,33.0
2024-12-21,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,4.0,34.0
2024-12-21,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,37.0
2024-12-21,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,38.0
2024-12-21,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,39.0
2024-12-21,evanilson_bournemouth,Evanilson,Bournemouth,4.0,40.0
2024-12-21,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,45.0
2024-12-21,dwightmcneil_everton,Dwight McNeil,Everton,3.0,46.0
2024-12-21,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,47.0
2024-12-21,diogojota_liverpool,Diogo Jota,Liverpool,3.0,48.0
2024-12-21,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,49.0
2024-12-21,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,50.0
2024-12-21,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,51.0
2024-12-21,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,53.0
2024-12-21,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,54.0
2024-12-21,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,55.0
2024-12-21,lucaspaqueta_westham,Lucas Paqueta,West Ham,3.0,59.0
2024-12-21,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,60.0
2024-12-21,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,62.0
2024-12-21,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,2.0,65.0
2024-12-21,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,70.0
2024-12-21,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,71.0
2024-12-21,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,72.0
2024-12-21,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,74.0
2024-12-21,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,75.0
2024-12-21,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,76.0
2024-12-21,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,80.0
2024-12-21,jamesjustin_leicestercity,James Justin,Leicester City,2.0,82.0
2024-12-21,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,89.0
2024-12-21,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,90.0
2024-12-21,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,91.0
2024-12-21,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,92.0
2024-12-21,cameronarcher_southampton,Cameron Archer,Southampton,2.0,93.0
2024-12-21,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,99.0
2024-12-21,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,104.0
2024-12-21,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,108.0
2024-12-21,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,109.0
2024-12-21,adamatraore_fulham,Adama Traore,Fulham,1.0,111.0
2024-12-21,ashleyyoung_everton,Ashley Young,Everton,1.0,112.0
2024-12-21,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,129.0
2024-12-21,joaofelix_chelsea,Joao Felix,Chelsea,1.0,138.0
2024-12-21,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,140.0
2024-12-21,matswieffer_brighton,Mats Wieffer,Brighton,1.0,143.0
2024-12-21,simonadingra_brighton,Simon Adingra,Brighton,1.0,151.0
2024-12-21,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,154.0
2024-12-21,beto_everton,Beto,Everton,1.0,155.0
2024-12-21,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,156.0
2024-12-21,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,157.0
2024-12-21,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,158.0
2024-12-21,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,189.0
2024-12-22,mohamedsalah_liverpool,Mohamed Salah,Liverpool,15.0,1.0
2024-12-22,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-22,colepalmer_chelsea,Cole Palmer,Chelsea,11.0,3.0
2024-12-22,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,10.0,4.0
2024-12-22,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,5.0
2024-12-22,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,6.0
2024-12-22,matheuscunha_wolves,Matheus Cunha,Wolves,9.0,7.0
2024-12-22,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,8.0
2024-12-22,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,9.0
2024-12-22,jamesmaddison_tottenham,James Maddison,Tottenham,8.0,10.0
2024-12-22,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-22,luisdiaz_liverpool,Luis Diaz,Liverpool,7.0,12.0
2024-12-22,jhonduran_astonvilla,Jhon Duran,Aston Villa,7.0,13.0
2024-12-22,dominicsolanke_tottenham,Dominic Solanke,Tottenham,6.0,14.0
2024-12-22,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,15.0
2024-12-22,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,16.0
2024-12-22,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,17.0
2024-12-22,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,18.0
2024-12-22,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,6.0,19.0
2024-12-22,kaihavertz_arsenal,Kai Havertz,Arsenal,6.0,20.0
2024-12-22,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,21.0
2024-12-22,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,22.0
2024-12-22,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,23.0
2024-12-22,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,24.0
2024-12-22,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,5.0,25.0
2024-12-22,morganrogers_astonvilla,Morgan Rogers,Aston Villa,5.0,26.0
2024-12-22,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,27.0
2024-12-22,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,28.0
2024-12-22,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,5.0,29.0
2024-12-22,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,30.0
2024-12-22,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,31.0
2024-12-22,jarrodbowen_westham,Jarrod Bowen,West Ham,4.0,32.0
2024-12-22,joaopedro_brighton,Joao Pedro,Brighton,4.0,33.0
2024-12-22,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,34.0
2024-12-22,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,4.0,35.0
2024-12-22,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,38.0
2024-12-22,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,39.0
2024-12-22,evanilson_bournemouth,Evanilson,Bournemouth,4.0,40.0
2024-12-22,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,3.0,45.0
2024-12-22,dwightmcneil_everton,Dwight McNeil,Everton,3.0,46.0
2024-12-22,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,47.0
2024-12-22,diogojota_liverpool,Diogo Jota,Liverpool,3.0,48.0
2024-12-22,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,49.0
2024-12-22,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,50.0
2024-12-22,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,51.0
2024-12-22,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,53.0
2024-12-22,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,54.0
2024-12-22,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,55.0
2024-12-22,lucaspaqueta_westham,Lucas Paqueta,West Ham,3.0,59.0
2024-12-22,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,60.0
2024-12-22,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,62.0
2024-12-22,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,2.0,67.0
2024-12-22,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,72.0
2024-12-22,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,73.0
2024-12-22,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,74.0
2024-12-22,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,76.0
2024-12-22,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,77.0
2024-12-22,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,78.0
2024-12-22,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,82.0
2024-12-22,jamesjustin_leicestercity,James Justin,Leicester City,2.0,84.0
2024-12-22,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,91.0
2024-12-22,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,92.0
2024-12-22,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,93.0
2024-12-22,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,94.0
2024-12-22,cameronarcher_southampton,Cameron Archer,Southampton,2.0,95.0
2024-12-22,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,102.0
2024-12-22,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,107.0
2024-12-22,bernardosilva_manchestercity,Bernardo Silva,Manchester City,1.0,111.0
2024-12-22,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,112.0
2024-12-22,adamatraore_fulham,Adama Traore,Fulham,1.0,114.0
2024-12-22,ashleyyoung_everton,Ashley Young,Everton,1.0,115.0
2024-12-22,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,131.0
2024-12-22,joaofelix_chelsea,Joao Felix,Chelsea,1.0,139.0
2024-12-22,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,141.0
2024-12-22,matswieffer_brighton,Mats Wieffer,Brighton,1.0,144.0
2024-12-22,simonadingra_brighton,Simon Adingra,Brighton,1.0,154.0
2024-12-22,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,1.0,157.0
2024-12-22,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,158.0
2024-12-22,beto_everton,Beto,Everton,1.0,159.0
2024-12-22,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,160.0
2024-12-22,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,161.0
2024-12-22,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,162.0
2024-12-26,mohamedsalah_liverpool,Mohamed Salah,Liverpool,16.0,1.0
2024-12-26,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-26,colepalmer_chelsea,Cole Palmer,Chelsea,12.0,3.0
2024-12-26,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,11.0,4.0
2024-12-26,matheuscunha_wolves,Matheus Cunha,Wolves,10.0,5.0
2024-12-26,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,6.0
2024-12-26,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,7.0
2024-12-26,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,8.0
2024-12-26,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,9.0
2024-12-26,jamesmaddison_tottenham,James Maddison,Tottenham,8.0,10.0
2024-12-26,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-26,luisdiaz_liverpool,Luis Diaz,Liverpool,7.0,12.0
2024-12-26,jhonduran_astonvilla,Jhon Duran,Aston Villa,7.0,13.0
2024-12-26,dominicsolanke_tottenham,Dominic Solanke,Tottenham,6.0,14.0
2024-12-26,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,15.0
2024-12-26,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,16.0
2024-12-26,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,17.0
2024-12-26,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,18.0
2024-12-26,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,6.0,19.0
2024-12-26,kaihavertz_arsenal,Kai Havertz,Arsenal,6.0,20.0
2024-12-26,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,21.0
2024-12-26,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,22.0
2024-12-26,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,23.0
2024-12-26,jarrodbowen_westham,Jarrod Bowen,West Ham,5.0,24.0
2024-12-26,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,25.0
2024-12-26,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,5.0,26.0
2024-12-26,morganrogers_astonvilla,Morgan Rogers,Aston Villa,5.0,27.0
2024-12-26,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,28.0
2024-12-26,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,29.0
2024-12-26,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,5.0,30.0
2024-12-26,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,31.0
2024-12-26,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,32.0
2024-12-26,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,4.0,33.0
2024-12-26,joaopedro_brighton,Joao Pedro,Brighton,4.0,34.0
2024-12-26,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,36.0
2024-12-26,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,4.0,37.0
2024-12-26,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,40.0
2024-12-26,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,41.0
2024-12-26,evanilson_bournemouth,Evanilson,Bournemouth,4.0,42.0
2024-12-26,dwightmcneil_everton,Dwight McNeil,Everton,3.0,49.0
2024-12-26,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,50.0
2024-12-26,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,3.0,51.0
2024-12-26,diogojota_liverpool,Diogo Jota,Liverpool,3.0,52.0
2024-12-26,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,53.0
2024-12-26,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,54.0
2024-12-26,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,55.0
2024-12-26,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,57.0
2024-12-26,joelinton_newcastleutd,Joelinton,Newcastle Utd,3.0,58.0
2024-12-26,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,59.0
2024-12-26,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,60.0
2024-12-26,lucaspaqueta_westham,Lucas Paqueta,West Ham,3.0,64.0
2024-12-26,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,65.0
2024-12-26,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,67.0
2024-12-26,bernardosilva_manchestercity,Bernardo Silva,Manchester City,2.0,68.0
2024-12-26,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,74.0
2024-12-26,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,78.0
2024-12-26,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,79.0
2024-12-26,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,81.0
2024-12-26,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,82.0
2024-12-26,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,83.0
2024-12-26,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,86.0
2024-12-26,jamesjustin_leicestercity,James Justin,Leicester City,2.0,88.0
2024-12-26,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,94.0
2024-12-26,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,95.0
2024-12-26,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,96.0
2024-12-26,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,97.0
2024-12-26,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,98.0
2024-12-26,cameronarcher_southampton,Cameron Archer,Southampton,2.0,99.0
2024-12-26,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,112.0
2024-12-26,adamatraore_fulham,Adama Traore,Fulham,1.0,114.0
2024-12-26,ashleyyoung_everton,Ashley Young,Everton,1.0,115.0
2024-12-26,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,1.0,120.0
2024-12-26,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,132.0
2024-12-26,joaofelix_chelsea,Joao Felix,Chelsea,1.0,140.0
2024-12-26,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,142.0
2024-12-26,matswieffer_brighton,Mats Wieffer,Brighton,1.0,145.0
2024-12-26,simonadingra_brighton,Simon Adingra,Brighton,1.0,156.0
2024-12-26,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,159.0
2024-12-26,beto_everton,Beto,Everton,1.0,160.0
2024-12-26,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,161.0
2024-12-26,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,162.0
2024-12-26,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,163.0
2024-12-27,mohamedsalah_liverpool,Mohamed Salah,Liverpool,16.0,1.0
2024-12-27,erlinghaaland_manchestercity,Erling Haaland,Manchester City,13.0,2.0
2024-12-27,colepalmer_chelsea,Cole Palmer,Chelsea,12.0,3.0
2024-12-27,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,11.0,4.0
2024-12-27,matheuscunha_wolves,Matheus Cunha,Wolves,10.0,5.0
2024-12-27,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,6.0
2024-12-27,chriswood_notthamforest,Chris Wood,Nott'ham Forest,10.0,7.0
2024-12-27,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,8.0
2024-12-27,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,9.0
2024-12-27,jamesmaddison_tottenham,James Maddison,Tottenham,8.0,10.0
2024-12-27,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,11.0
2024-12-27,kaihavertz_arsenal,Kai Havertz,Arsenal,7.0,12.0
2024-12-27,luisdiaz_liverpool,Luis Diaz,Liverpool,7.0,13.0
2024-12-27,jhonduran_astonvilla,Jhon Duran,Aston Villa,7.0,14.0
2024-12-27,dominicsolanke_tottenham,Dominic Solanke,Tottenham,6.0,15.0
2024-12-27,jamievardy_leicestercity,Jamie Vardy,Leicester City,6.0,16.0
2024-12-27,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,17.0
2024-12-27,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,18.0
2024-12-27,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,19.0
2024-12-27,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,6.0,20.0
2024-12-27,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,21.0
2024-12-27,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,22.0
2024-12-27,sonheungmin_tottenham,Son Heung-min,Tottenham,5.0,23.0
2024-12-27,jarrodbowen_westham,Jarrod Bowen,West Ham,5.0,24.0
2024-12-27,alexiwobi_fulham,Alex Iwobi,Fulham,5.0,25.0
2024-12-27,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,5.0,26.0
2024-12-27,morganrogers_astonvilla,Morgan Rogers,Aston Villa,5.0,27.0
2024-12-27,nonimadueke_chelsea,Noni Madueke,Chelsea,5.0,28.0
2024-12-27,rauljimenez_fulham,Raul Jimenez,Fulham,5.0,29.0
2024-12-27,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,5.0,30.0
2024-12-27,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,5.0,31.0
2024-12-27,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,4.0,32.0
2024-12-27,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,4.0,33.0
2024-12-27,joaopedro_brighton,Joao Pedro,Brighton,4.0,34.0
2024-12-27,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,36.0
2024-12-27,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,4.0,37.0
2024-12-27,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,40.0
2024-12-27,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,41.0
2024-12-27,evanilson_bournemouth,Evanilson,Bournemouth,4.0,42.0
2024-12-27,dwightmcneil_everton,Dwight McNeil,Everton,3.0,49.0
2024-12-27,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,50.0
2024-12-27,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,3.0,51.0
2024-12-27,diogojota_liverpool,Diogo Jota,Liverpool,3.0,52.0
2024-12-27,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,53.0
2024-12-27,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,54.0
2024-12-27,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,55.0
2024-12-27,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,56.0
2024-12-27,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,58.0
2024-12-27,joelinton_newcastleutd,Joelinton,Newcastle Utd,3.0,59.0
2024-12-27,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,60.0
2024-12-27,lucaspaqueta_westham,Lucas Paqueta,West Ham,3.0,64.0
2024-12-27,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,65.0
2024-12-27,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,2.0,67.0
2024-12-27,bernardosilva_manchestercity,Bernardo Silva,Manchester City,2.0,68.0
2024-12-27,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,2.0,74.0
2024-12-27,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,2.0,78.0
2024-12-27,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,79.0
2024-12-27,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,81.0
2024-12-27,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,82.0
2024-12-27,carlosbaleba_brighton,Carlos Baleba,Brighton,2.0,83.0
2024-12-27,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,86.0
2024-12-27,jamesjustin_leicestercity,James Justin,Leicester City,2.0,88.0
2024-12-27,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,94.0
2024-12-27,yankubaminteh_brighton,Yankuba Minteh,Brighton,2.0,95.0
2024-12-27,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,96.0
2024-12-27,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,97.0
2024-12-27,andreaspereira_fulham,Andreas Pereira,Fulham,2.0,98.0
2024-12-27,cameronarcher_southampton,Cameron Archer,Southampton,2.0,99.0
2024-12-27,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,1.0,112.0
2024-12-27,adamatraore_fulham,Adama Traore,Fulham,1.0,114.0
2024-12-27,ashleyyoung_everton,Ashley Young,Everton,1.0,115.0
2024-12-27,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,1.0,120.0
2024-12-27,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,132.0
2024-12-27,joaofelix_chelsea,Joao Felix,Chelsea,1.0,140.0
2024-12-27,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,142.0
2024-12-27,matswieffer_brighton,Mats Wieffer,Brighton,1.0,145.0
2024-12-27,simonadingra_brighton,Simon Adingra,Brighton,1.0,156.0
2024-12-27,axeldisasi_chelsea,Axel Disasi,Chelsea,1.0,159.0
2024-12-27,beto_everton,Beto,Everton,1.0,160.0
2024-12-27,bobbyreid_leicestercity,Bobby Reid,Leicester City,1.0,161.0
2024-12-27,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,162.0
2024-12-27,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,163.0
2024-12-29,mohamedsalah_liverpool,Mohamed Salah,Liverpool,17.0,1.0
2024-12-29,erlinghaaland_manchestercity,Erling Haaland,Manchester City,14.0,2.0
2024-12-29,colepalmer_chelsea,Cole Palmer,Chelsea,12.0,3.0
2024-12-29,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,11.0,4.0
2024-12-29,chriswood_notthamforest,Chris Wood,Nott'ham Forest,11.0,5.0
2024-12-29,matheuscunha_wolves,Matheus Cunha,Wolves,10.0,6.0
2024-12-29,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,10.0,7.0
2024-12-29,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,9.0,8.0
2024-12-29,yoanewissa_brentford,Yoane Wissa,Brentford,9.0,9.0
2024-12-29,jamesmaddison_tottenham,James Maddison,Tottenham,8.0,10.0
2024-12-29,luisdiaz_liverpool,Luis Diaz,Liverpool,8.0,11.0
2024-12-29,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,12.0
2024-12-29,brennanjohnson_tottenham,Brennan Johnson,Tottenham,7.0,13.0
